key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
highway,562,2.0838,0.0,0.0
created_by,429,1.5907,0.0,0.0
haiti:code,329,1.2199,0.0,0.0
haiti:import_file,329,1.2199,0.0,0.0
haiti:nom,329,1.2199,0.0,0.0
haiti:nom2,329,1.2199,0.0,0.0
haiti:objectid,329,1.2199,0.0,0.0
haiti:source,329,1.2199,0.0,0.0
haiti:source_file,329,1.2199,0.0,0.0
haiti:type,329,1.2199,0.0,0.0
name,198,0.7341,0.0,0.0
source,78,0.2892,0.0,0.0
place,43,0.1594,0.0,0.0
country_code_fips,36,0.1335,0.0,0.0
country_code_iso3166_1_alpha_2,36,0.1335,0.0,0.0
is_in:continent,36,0.1335,0.0,0.0
is_in:sea,36,0.1335,0.0,0.0
name:eo,36,0.1335,0.0,0.0
name:hu,35,0.1298,0.0,0.0
name:da,33,0.1224,0.0,0.0
name:he,32,0.1187,0.0,0.0
amenity,30,0.1112,0.0,0.0
name:ar,28,0.1038,0.0,0.0
capital_city,27,0.1001,0.0,0.0
name:fr,27,0.1001,0.0,0.0
name:it,27,0.1001,0.0,0.0
name:pl,27,0.1001,0.0,0.0
official_name,27,0.1001,0.0,0.0
official_name:en,27,0.1001,0.0,0.0
official_name:fr,27,0.1001,0.0,0.0
official_name:it,27,0.1001,0.0,0.0
official_name:pl,27,0.1001,0.0,0.0
wikipedia,27,0.1001,0.0,0.0
ele,26,0.0964,0.0,0.0
name:nl,26,0.0964,0.0,0.0
name:fi,24,0.089,0.0,0.0
name:is,24,0.089,0.0,0.0
oneway,24,0.089,0.0,0.0
name:af,23,0.0853,0.0,0.0
name:fy,21,0.0779,0.0,0.0
name:li,20,0.0742,0.0,0.0
name:br,19,0.0704,0.0,0.0
official_name:br,19,0.0704,0.0,0.0
name:ru,18,0.0667,0.0,0.0
name:sv,18,0.0667,0.0,0.0
official_name:sv,18,0.0667,0.0,0.0
name:th,16,0.0593,0.0,0.0
name:ca,15,0.0556,0.0,0.0
natural,15,0.0556,0.0,0.0
name:lt,14,0.0519,0.0,0.0
tracktype,14,0.0519,0.0,0.0
name:zh,13,0.0482,0.0,0.0
name:el,12,0.0445,0.0,0.0
official_name:el,12,0.0445,0.0,0.0
aeroway,11,0.0408,0.0,0.0
name:fa,11,0.0408,0.0,0.0
area,10,0.0371,0.0,0.0
name:mn,10,0.0371,0.0,0.0
official_name:id,9,0.0334,0.0,0.0
name:ga,8,0.0297,0.0,0.0
is_in,7,0.026,0.0,0.0
name:es,7,0.026,0.0,0.0
name:la,7,0.026,0.0,0.0
surface,7,0.026,0.0,0.0
abutters,6,0.0222,0.0,0.0
copythis,6,0.0222,0.0,0.0
history,6,0.0222,0.0,0.0
iata,6,0.0222,0.0,0.0
icao,6,0.0222,0.0,0.0
is_in:country_code,6,0.0222,0.0,0.0
is_in:county,6,0.0222,0.0,0.0
is_in:town,6,0.0222,0.0,0.0
keepme,6,0.0222,0.0,0.0
lanes,6,0.0222,0.0,0.0
official_name:be,6,0.0222,0.0,0.0
operator,6,0.0222,0.0,0.0
type,6,0.0222,0.0,0.0
wikipedia:en,6,0.0222,0.0,0.0
addr:country,5,0.0185,0.0,0.0
city_served,5,0.0185,0.0,0.0
name:be,5,0.0185,0.0,0.0
ref,5,0.0185,0.0,0.0
tiger:county,5,0.0185,0.0,0.0
tiger:tlid,5,0.0185,0.0,0.0
tiger:upload_uuid,5,0.0185,0.0,0.0
addr:housenumber,4,0.0148,0.0,0.0
addr:street,4,0.0148,0.0,0.0
capital,4,0.0148,0.0,0.0
fixme,4,0.0148,0.0,0.0
lit,4,0.0148,0.0,0.0
name:ht,4,0.0148,0.0,0.0
note,4,0.0148,0.0,0.0
official_name:lt,4,0.0148,0.0,0.0
population,4,0.0148,0.0,0.0
tourism,4,0.0148,0.0,0.0
access,3,0.0111,0.0,0.0
addr:city,3,0.0111,0.0,0.0
covered,3,0.0111,0.0,0.0
description,3,0.0111,0.0,0.0
junction,3,0.0111,0.0,0.0
landuse,3,0.0111,0.0,0.0
leisure,3,0.0111,0.0,0.0
postal_code,3,0.0111,0.0,0.0
source:addr,3,0.0111,0.0,0.0
Highway,2,0.0074,0.0,0.0
addr:conscriptionnumber,2,0.0074,0.0,0.0
addr:postcode,2,0.0074,0.0,0.0
addr:streetnumber,2,0.0074,0.0,0.0
barrier,2,0.0074,0.0,0.0
country,2,0.0074,0.0,0.0
crossing,2,0.0074,0.0,0.0
crossing_ref,2,0.0074,0.0,0.0
