key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,hospital,14601,49.4112,2281.8923,14389.845
amenity,drinking_water,2395,8.1049,44.713,780.3374
amenity,school,2086,7.0592,-39.3781,268.7833
amenity,place_of_worship,1917,6.4873,-29.9086,326.3894
amenity,parking,1597,5.4044,-46.6422,224.5935
amenity,pharmacy,986,3.3367,-49.332,208.2306
amenity,restaurant,492,1.665,-65.3032,111.0719
amenity,bank,423,1.4315,-40.5899,261.4115
amenity,fuel,406,1.3739,-51.2019,196.855
amenity,fast_food,313,1.0592,-41.8216,253.9188
amenity,bicycle_parking,280,0.9475,-28.3887,335.6351
amenity,cafe,250,0.846,-50.495,201.1551
amenity,clinic,244,0.8257,11.9266,580.8869
amenity,bench,210,0.7107,-63.0931,124.5167
amenity,shelter,206,0.6971,-37.9518,277.4598
amenity,public_building,201,0.6802,105.102,1147.7041
amenity,grave_yard,187,0.6328,-16.8889,405.5926
amenity,recycling,158,0.5347,-48.0263,216.1732
amenity,police,151,0.511,-31.0502,319.4444
amenity,university,115,0.3892,-41.9192,253.3249
amenity,refugee_site,108,0.3655,500.0,3550.0
amenity,waste_basket,103,0.3486,-54.2222,178.4815
amenity,bar,102,0.3452,-58.5366,152.2358
amenity,fountain,102,0.3452,-26.6187,346.4029
amenity,college,100,0.3384,-54.7511,175.264
amenity,dispensary,93,0.3147,416.6667,3043.0556
amenity,townhall,90,0.3046,23.2877,650.0
amenity,toilets,88,0.2978,-90.7853,-43.9442
amenity,library,77,0.2606,-74.6711,54.0844
amenity,post_office,67,0.2267,-44.1667,239.6528
amenity,bus_station,64,0.2166,-30.4348,323.1884
amenity,studio,55,0.1861,34.1463,716.0569
amenity,atm,52,0.176,-66.2338,105.4113
amenity,marketplace,52,0.176,-66.2338,105.4113
amenity,embassy,51,0.1726,-20.3125,384.7656
amenity,kindergarten,48,0.1624,-76.3547,43.8424
amenity,kitchen,44,0.1489,144.4444,1387.037
amenity,courthouse,42,0.1421,5.0,538.75
amenity,community_centre,41,0.1387,-70.5036,79.4365
