key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,2956,15.2387,0.0,0.0
amenity,school,1871,9.6453,0.0,0.0
amenity,pharmacy,1835,9.4597,0.0,0.0
amenity,place_of_worship,1828,9.4237,0.0,0.0
amenity,restaurant,1233,6.3563,0.0,0.0
amenity,fuel,797,4.1087,0.0,0.0
amenity,bank,688,3.5468,0.0,0.0
amenity,bench,552,2.8457,0.0,0.0
amenity,fast_food,522,2.691,0.0,0.0
amenity,cafe,482,2.4848,0.0,0.0
amenity,hospital,450,2.3198,0.0,0.0
amenity,drinking_water,395,2.0363,0.0,0.0
amenity,bicycle_parking,377,1.9435,0.0,0.0
amenity,shelter,320,1.6497,0.0,0.0
amenity,library,292,1.5053,0.0,0.0
amenity,recycling,292,1.5053,0.0,0.0
amenity,bar,209,1.0774,0.0,0.0
amenity,grave_yard,207,1.0671,0.0,0.0
amenity,toilets,202,1.0413,0.0,0.0
amenity,Convenience Store;Gas Station,199,1.0259,0.0,0.0
amenity,police,192,0.9898,0.0,0.0
amenity,waste_basket,172,0.8867,0.0,0.0
amenity,university,170,0.8764,0.0,0.0
amenity,charging_station,147,0.7578,0.0,0.0
amenity,clinic,142,0.732,0.0,0.0
amenity,atm,140,0.7217,0.0,0.0
amenity,college,133,0.6856,0.0,0.0
amenity,fountain,121,0.6238,0.0,0.0
amenity,post_office,107,0.5516,0.0,0.0
amenity,community_centre,105,0.5413,0.0,0.0
amenity,marketplace,99,0.5104,0.0,0.0
amenity,waste_disposal,92,0.4743,0.0,0.0
amenity,vending_machine,83,0.4279,0.0,0.0
amenity,public_building,81,0.4176,0.0,0.0
amenity,parking_space,80,0.4124,0.0,0.0
amenity,ice_cream,76,0.3918,0.0,0.0
amenity,kindergarten,76,0.3918,0.0,0.0
amenity,bus_station,75,0.3866,0.0,0.0
amenity,dentist,60,0.3093,0.0,0.0
amenity,doctors,58,0.299,0.0,0.0
amenity,pub,52,0.2681,0.0,0.0
amenity,cinema,50,0.2578,0.0,0.0
amenity,townhall,46,0.2371,0.0,0.0
amenity,car_wash,45,0.232,0.0,0.0
amenity,fire_station,44,0.2268,0.0,0.0
amenity,parking_entrance,44,0.2268,0.0,0.0
amenity,embassy,43,0.2217,0.0,0.0
amenity,veterinary,43,0.2217,0.0,0.0
amenity,bicycle_repair_station,43,0.2217,0.0,0.0
amenity,post_box,42,0.2165,0.0,0.0
amenity,shop,35,0.1804,0.0,0.0
amenity,social_facility,34,0.1753,0.0,0.0
amenity,motorcycle_parking,34,0.1753,0.0,0.0
amenity,theatre,32,0.165,0.0,0.0
amenity,taxi,29,0.1495,0.0,0.0
amenity,car_rental,28,0.1443,0.0,0.0
amenity,food_court,27,0.1392,0.0,0.0
amenity,telephone,27,0.1392,0.0,0.0
amenity,prison,24,0.1237,0.0,0.0
amenity,Family Restaurant,22,0.1134,0.0,0.0
amenity,courthouse,22,0.1134,0.0,0.0
amenity,bureau_de_change,22,0.1134,0.0,0.0
amenity,arts_centre,20,0.1031,0.0,0.0
amenity,ferry_terminal,20,0.1031,0.0,0.0
amenity,parcel_locker,20,0.1031,0.0,0.0
amenity,childcare,18,0.0928,0.0,0.0
amenity,studio,17,0.0876,0.0,0.0
amenity,driving_school,16,0.0825,0.0,0.0
amenity,bicycle_rental,15,0.0773,0.0,0.0
amenity,social_centre,15,0.0773,0.0,0.0
amenity,hunting_stand,14,0.0722,0.0,0.0
amenity,Furniture Store,13,0.067,0.0,0.0
amenity,Furniture Store;Mattress Store;Bedroom Furniture Store;Children's Furniture Store;Outdoor Furniture Store,12,0.0619,0.0,0.0
amenity,Family Restaurant;Restaurant;Southern Restaurant (US);Traditional American Restaurant,11,0.0567,0.0,0.0
amenity,office,11,0.0567,0.0,0.0
amenity,trolley_bay,11,0.0567,0.0,0.0
amenity,nightclub,10,0.0516,0.0,0.0
amenity,research_institute,10,0.0516,0.0,0.0
amenity,motorcycle_taxi,10,0.0516,0.0,0.0
amenity,agrocentre,9,0.0464,0.0,0.0
amenity,money_transfer,8,0.0412,0.0,0.0
amenity,water_point,8,0.0412,0.0,0.0
amenity,immigration border,8,0.0412,0.0,0.0
amenity,meat shop,8,0.0412,0.0,0.0
amenity,events_venue,8,0.0412,0.0,0.0
